average;MSE;introduced program
1,34849486950629;4,11892716696317;7;
0,0518188032544806;0,175866064881824;0;
0,00197187002729015;0,113489569137839;6;
0,0226409874733825;0,109140641234319;2;
0,00980689966134033;0,0924905605956628;3;
0,00192148773554458;0,07317724121685;8;
0,00604732721401564;0,0599685095753527;9;
0,00611607633573644;0,0580126704524887;1;
