total error;
avg err;MSE;
0,0102842622944751;0,109283773733754;
programs error;
program;avg err;MSE;
0;-0,00735704826692515;0,0765613423441288
1;0,015332079074845;0,108600410061392
2;0,0131442901707414;0,105999432399455
3;-0,0199759341677934;0,0983947931335994
4;0,0589758059543012;0,133703433180604
5;0,00158638100167935;0,123376985202733

programs splitup;
program;splitup;
0;0,0646102271650107;0;1,58326720879016;0;0;0;0;0;0,410193481159883;0;0;
1;0;0;0,443086262880127;0;0;0,153519701314039;0,126332956615201;0,0485840114382893;0,0790731254897481;0,1556580412711;0;
2;0;0;0,364136738408232;0,125953866804737;0,177058760628693;0;0;0,301293047873634;0,052009383843498;0,031189757918526;0;
3;0;0;0,308875729044407;0;0,117120268767079;0;0;0;0,0499760021937818;0;0;
4;0,245902690490172;0;0,238351552859147;0;0;0;0,358028547172089;0;0,380422587181501;0,049174933722374;0;
5;0;0;0,396331690555412;0,0603009094845487;0,393489763163889;0;0;0;0,417240723667137;0,168356140811889;0,165084740533613;

buckets;
bucket;number;
-73;2;
-72;0;
-71;2;
-70;3;
-69;1;
-68;1;
-67;6;
-66;8;
-65;1;
-64;3;
-63;0;
-62;0;
-61;9;
-60;2;
-59;2;
-58;1;
-57;1;
-56;0;
-55;0;
-54;0;
-53;3;
-52;5;
-51;6;
-50;4;
-49;3;
-48;4;
-47;3;
-46;1;
-45;5;
-44;4;
-43;3;
-42;7;
-41;8;
-40;6;
-39;6;
-38;2;
-37;2;
-36;18;
-35;13;
-34;25;
-33;32;
-32;21;
-31;21;
-30;30;
-29;17;
-28;41;
-27;38;
-26;35;
-25;46;
-24;25;
-23;37;
-22;29;
-21;56;
-20;56;
-19;85;
-18;88;
-17;140;
-16;164;
-15;183;
-14;181;
-13;222;
-12;271;
-11;439;
-10;422;
-9;261;
-8;269;
-7;397;
-6;585;
-5;655;
-4;1173;
-3;1429;
-2;1165;
-1;1486;
0;4029;
1;1148;
2;1019;
3;932;
4;840;
5;895;
6;737;
7;656;
8;585;
9;615;
10;537;
11;454;
12;477;
13;333;
14;245;
15;176;
16;182;
17;182;
18;193;
19;135;
20;155;
21;125;
22;78;
23;81;
24;44;
25;35;
26;41;
27;75;
28;59;
29;90;
30;91;
31;50;
32;8;
33;12;
34;9;
35;8;
36;8;
37;6;
38;10;
39;15;
40;5;
41;5;
42;2;
43;6;
44;8;
45;3;
46;0;
47;1;
48;0;
49;3;
50;4;
51;3;
52;5;
53;8;
54;5;
55;6;
56;2;
57;1;
58;3;
59;2;
60;0;
61;1;
62;0;
63;0;
64;0;
65;0;
66;0;
67;0;
68;0;
69;1;
70;0;
71;0;
72;0;
73;2;
74;0;
75;1;
76;0;
77;0;
78;0;
79;0;
80;0;
81;0;
82;1;
83;0;
84;0;
85;0;
86;1;
87;1;
88;0;
89;1;
90;0;
91;0;
92;0;
93;0;
94;1;
95;0;
96;0;
97;0;
98;0;
99;1;
