total error;
avg err;MSE;
0,0151555938360852;0,118402961101316;
programs error;
program;avg err;MSE;
0;-0,00735704826692515;0,0765613423441288
1;0,015332079074845;0,108600410061392
2;0,0131442901707414;0,105999432399455
3;-0,0199759341677934;0,0983947931335994
4;0,0433500703399428;0,162590285349797
5;0,0589758059543011;0,133703433180604
6;0,00261989374748189;0,123568369391042

programs splitup;
program;splitup;
0;0,0646102271650107;0;1,58326720879016;0;0;0;0;0;0,410193481159883;0;
1;0;0;0,443086262880127;0;0;0,153519701314039;0,126332956615201;0,0485840114382893;0,0790731254897481;0,1556580412711;
2;0;0;0,364136738408233;0,125953866804738;0,177058760628693;0;0;0,301293047873634;0,0520093838434975;0,0311897579185252;
3;0;0;0,308875729044407;0;0,117120268767079;0;0;0;0,0499760021937818;0;
4;0,0679138552647512;0;0;0,489895649716851;0,127091231294617;0,26707490394541;0,048371017425848;0;0;0,359006832197204;
5;0,245902690490172;0;0,238351552859147;0;0;0;0,358028547172089;0;0,380422587181501;0,0491749337223741;
6;0;0;0,405979658485988;0,209131290098228;0,392318033917606;0,0830316581913157;0;0;0,416413080223562;0,187591801107127;

buckets;
bucket;number;
-73;2;
-72;0;
-71;2;
-70;3;
-69;1;
-68;1;
-67;6;
-66;8;
-65;1;
-64;3;
-63;0;
-62;0;
-61;9;
-60;2;
-59;2;
-58;0;
-57;2;
-56;0;
-55;0;
-54;0;
-53;5;
-52;1;
-51;8;
-50;4;
-49;3;
-48;4;
-47;3;
-46;1;
-45;5;
-44;4;
-43;3;
-42;7;
-41;9;
-40;6;
-39;9;
-38;19;
-37;16;
-36;18;
-35;12;
-34;14;
-33;32;
-32;28;
-31;29;
-30;26;
-29;19;
-28;40;
-27;31;
-26;41;
-25;38;
-24;42;
-23;53;
-22;56;
-21;71;
-20;85;
-19;116;
-18;149;
-17;168;
-16;223;
-15;255;
-14;242;
-13;280;
-12;332;
-11;461;
-10;496;
-9;325;
-8;342;
-7;435;
-6;663;
-5;747;
-4;1305;
-3;1527;
-2;1314;
-1;1605;
0;4236;
1;1251;
2;1193;
3;1115;
4;1037;
5;1133;
6;983;
7;825;
8;706;
9;644;
10;561;
11;485;
12;559;
13;415;
14;309;
15;237;
16;241;
17;241;
18;262;
19;206;
20;175;
21;163;
22;117;
23;124;
24;92;
25;60;
26;61;
27;105;
28;87;
29;110;
30;118;
31;61;
32;22;
33;30;
34;19;
35;10;
36;12;
37;13;
38;15;
39;14;
40;8;
41;6;
42;6;
43;11;
44;7;
45;7;
46;5;
47;5;
48;4;
49;4;
50;4;
51;9;
52;18;
53;16;
54;16;
55;10;
56;4;
57;3;
58;5;
59;1;
60;1;
61;3;
62;2;
63;0;
64;1;
65;1;
66;0;
67;1;
68;2;
69;5;
70;0;
71;3;
72;0;
73;2;
74;1;
75;4;
76;0;
77;2;
78;0;
79;1;
80;0;
81;1;
82;0;
83;0;
84;1;
85;1;
86;3;
87;1;
88;0;
89;1;
90;0;
91;0;
92;0;
93;0;
94;1;
95;0;
96;0;
97;0;
98;0;
99;1;
100;0;
101;0;
102;1;
103;0;
104;0;
105;0;
106;0;
107;0;
108;0;
109;0;
110;0;
111;2;
112;0;
113;0;
114;2;
