program;measured;estimated;error;perc
heap_linux64_4194304 ;2,29169776439667;1,99927208246546;0,292425681931206;0,127602202382124
heap_linux_4194304 ;2,15938324928284;2,27092996253869;0,111546713255848;0,0516567465700654
heap_linux64_16777216 ;11,9904082298279;12,9841520173044;0,993743787476566;0,0828782280326773
heap_linux_16777216 ;11,3708855628967;13,0721881256222;1,70130256272552;0,149619179026555
heap_linux64_67108864 ;60,4931385040283;74,7606757518157;14,2675372477874;0,235853810872076
heap_linux_67108864 ;57,5119823455811;70,4021382081073;12,8901558625262;0,224129917572153
heap_linux64_268435456 ;306,104983520508;389,814007536271;83,7090240157629;0,273465080682539
heap_linux_268435456 ;291,974618530273;353,665338220896;61,6907196906228;0,211287953730904
