program;445.gobmk_linux64;456.hmmer_linux64;471.omnetpp_linux64;464.h264ref_linux64;436.cactusADM_linux64;998.specrand_linux64
heap_linux64_4194304 ;0.00175809274367818;0;0.00179372323838185;0.000360742670848506;0.000127800252752786;0.480566465692899
heap_linux64_16777216 ;0.00754066916502175;0;0.011475145974522;0.000703931748240805;0.00146457999697845;0
heap_linux64_67108864 ;0.0283078865822514;0;0.0661067207274999;0;0.0100908714738436;0
heap_linux64_268435456 ;0.0838042896444159;0;0.369191564000915;0;0.0613227507311005;0
