program;measured;estimated;error;perc
randMemAccess_linux64_268435456 ;12,9797815322876;12,9911906005236;0,0114090682360235;0,000878987693871665
randMemAccess_linux_268435456 ;14,2504997253418;14,2504997253418;1,77635683940025E-15;1,24652248948248E-16
