program;randMemAccess_linux64;simpleINT_linux64;simpleFPU_linux64
heap_linux64_4194304 ;0.15267387544574;0.289966468444717;0
heap_linux64_16777216 ;0.8155292436835;0;0
heap_linux64_67108864 ;3.15543070570232;0;0.161399718698294
heap_linux64_268435456 ;15.1392998976774;0;0.98115802598829
