program;462.libquantum_linux64;465.tonto_linux64;459.gemsFDTD_linux64;simpleFPU_linux64
heap_linux64_4194304 ;0.00255797721426307;0;0.000391572443463976;0
heap_linux64_16777216 ;0.0103872876696645;0;0.00753594332419542;0
heap_linux64_67108864 ;0.0417386278981112;0;0.0578831837143805;0
heap_linux64_268435456 ;0.167781822101639;0;0.341793197344705;0
