program;445.gobmk_linux64;456.hmmer_linux64;471.omnetpp_linux64;464.h264ref_linux64;436.cactusADM_linux64;998.specrand_linux64
randMemAccess_linux64_268435456 ;0;0;0.0248575434927119;0.00326622648820262;0;0
