program;462.libquantum_linux64;465.tonto_linux64;459.gemsFDTD_linux64;450.soplex_linux64;470.lbm_linux64
quick_linux64_4194304 ;0.00161541208261409;0;0;0;0
quick_linux64_16777216 ;0.00691662200578111;0;0;0;0
quick_linux64_67108864 ;0.0297883724412235;0;0;0;0
quick_linux64_268435456 ;0.128397256911773;0;0;0;0
