program;measured;estimated;error;perc
randMemAccess_linux64_268435456 ;12,9797815322876;12,9797815322876;1,77635683940025E-15;1,3685568088966E-16
randMemAccess_linux_268435456 ;14,2504997253418;14,25486733055;0,00436760520822155;0,000306487863050486
