program;randMemAccess_linux64;simpleINT_linux64;simpleFPU_linux64
quick_linux64_4194304 ;0.0192151963486627;0.529051592323902;0
quick_linux64_16777216 ;0.0955595568874874;0.595971426026407;0.013004020993589
quick_linux64_67108864 ;0.821375131670181;0;0.0980292352099397
quick_linux64_268435456 ;4.12359499272814;0;0.311418766853477
