program;445.gobmk_linux64;456.hmmer_linux64;471.omnetpp_linux64;464.h264ref_linux64;436.cactusADM_linux64;482.sphinx3_linux64;998.specrand_linux64;473.astar_linux64
heap_linux64_4194304 ;0.000607969095939054;0;0;0.000717872713032496;0;0.000671460365954213;0.946139074781025;0.0013903944666882
heap_linux64_16777216 ;0.00434227160645042;0;0.00207558731704272;0;0.00148936861228543;0.0069162184925699;0;0.0026949017335455
heap_linux64_67108864 ;0.0138245946537549;0;0.0475341413189267;0;0.00735648470483365;0.0123201178938836;0;0.0183904589513203
heap_linux64_268435456 ;0.0462953936286784;0;0.329215665324832;0;0.0474633718794927;0;0;0.0962152596631273
