program;445.gobmk_linux64;456.hmmer_linux64;471.omnetpp_linux64;464.h264ref_linux64;436.cactusADM_linux64;998.specrand_linux64
merges_linux64_4194304 ;0.00158849288609718;0.000718384826707946;0;0;0;1.27188933143445
merges_linux64_16777216 ;0.00696716386809724;0.0031261937351024;0;0;0;5.35664408043108
merges_linux64_67108864 ;0.0302728728452333;0.0135757793297653;0;0;0;22.5586109432974
merges_linux64_268435456 ;0.131154813937642;0.0589520233794812;0;0;0;92.7990849196169
