program;445.gobmk_linux64;456.hmmer_linux64;471.omnetpp_linux64;464.h264ref_linux64;436.cactusADM_linux64;998.specrand_linux64
quick_linux64_4194304 ;0.00151427728900264;0.000339400925653398;0;0;0;1.38277537672303
quick_linux64_16777216 ;0.00666921788722227;0.00150314010173759;0;0;0;5.22494891465043
quick_linux64_67108864 ;0.029051355886931;0.00648947022705377;0;0;0;20.9194012939722
quick_linux64_268435456 ;0.123597219183754;0.0275208038528572;0;0;0;97.9897196050919
