program;445.gobmk_linux64;456.hmmer_linux64;471.omnetpp_linux64;464.h264ref_linux64;436.cactusADM_linux64;482.sphinx3_linux64;998.specrand_linux64;473.astar_linux64
merges_linux64_4194304 ;0.00158868659502338;0.000688009246048347;0;0;9.77161575425383E-06;0;1.30724814996888;0
merges_linux64_16777216 ;0.0069676685101645;0.00304706059385113;0;0;2.54565882509365E-05;0;5.44875933619917;0
merges_linux64_67108864 ;0.0302740567007089;0.0133901384396186;0;0;5.9719399840274E-05;0;22.7747069784918;0
merges_linux64_268435456 ;0.13115701729253;0.0586065143447337;0;0;0.000111147884381544;0;93.2012761204551;0
