 ;vector_size;extechWatt;completionTime;J;d0_mode_in;d0_mode_out;gpuBusy_2;waveFronts_2;AluBusy_2;aluPacking_2;fetchUnitBusy_2;fetchUnitStalled_2;fastPath_2;
vector_size;1;0,589246480013914;0,985444666559833;0,985781049559982;Non un numero reale;Non un numero reale;0,697048199608045;0,461237087696739;0,0602287609551888;0,0964167290605556;0,557843952999129;0,528031115022396;0,461237087696739;
extechWatt;0,589246480013914;1;0,48195518550118;0,483927708047745;Non un numero reale;Non un numero reale;0,840423807478814;0,532641591911078;0,58537474597839;0,617916435932566;0,537691715228529;0,556852706963899;0,532641591911078;
completionTime;0,985444666559833;0,48195518550118;1;0,999994265778913;Non un numero reale;Non un numero reale;0,598187144715764;0,341924428874514;-0,0319537031329569;0,000260645842918593;0,49086218646177;0,412491671163292;0,341924428874514;
J;0,985781049559982;0,483927708047745;0,999994265778913;1;Non un numero reale;Non un numero reale;0,599837117206865;0,342324812614876;-0,0316142524546658;0,000768722981438864;0,493460061318381;0,412919391941466;0,342324812614876;
d0_mode_in;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;1;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;
d0_mode_out;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;1;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;
gpuBusy_2;0,697048199608045;0,840423807478814;0,598187144715764;0,599837117206865;Non un numero reale;Non un numero reale;1;0,488892931068679;0,585360602152198;0,630115075190724;0,724088895759912;0,526597244063355;0,488892931068679;
waveFronts_2;0,461237087696739;0,532641591911078;0,341924428874514;0,342324812614876;Non un numero reale;Non un numero reale;0,488892931068679;1;0,411903531911956;0,424619222953282;0,222656503477513;0,996966050975034;1;
AluBusy_2;0,0602287609551888;0,58537474597839;-0,0319537031329569;-0,0316142524546658;Non un numero reale;Non un numero reale;0,585360602152198;0,411903531911956;1;0,997857014559356;0,0355678259050329;0,391676941868162;0,411903531911956;
aluPacking_2;0,0964167290605556;0,617916435932566;0,000260645842918593;0,000768722981438864;Non un numero reale;Non un numero reale;0,630115075190724;0,424619222953282;0,997857014559356;1;0,100882374167915;0,407425981091699;0,424619222953282;
fetchUnitBusy_2;0,557843952999129;0,537691715228529;0,49086218646177;0,493460061318381;Non un numero reale;Non un numero reale;0,724088895759912;0,222656503477513;0,0355678259050329;0,100882374167915;1;0,267671288324635;0,222656503477513;
fetchUnitStalled_2;0,528031115022396;0,556852706963899;0,412491671163292;0,412919391941466;Non un numero reale;Non un numero reale;0,526597244063355;0,996966050975034;0,391676941868162;0,407425981091699;0,267671288324635;1;0,996966050975034;
fastPath_2;0,461237087696739;0,532641591911078;0,341924428874514;0,342324812614876;Non un numero reale;Non un numero reale;0,488892931068679;1;0,411903531911956;0,424619222953282;0,222656503477513;0,996966050975034;1;
