 ;vector_size;extechWatt;completionTime;J;d0_mode_in;d0_mode_out;gpuBusy_1;waveFronts_1;AluBusy_1;aluPacking_1;fetchUnitBusy_1;fetchUnitStalled_1;fastPath_1;
vector_size;1;-0,204237878384384;0,99201680863428;0,992197688033202;Non un numero reale;Non un numero reale;0,845592636820935;0,204990720920996;-0,305633009339978;-0,185966151577168;0,192118499341508;0,205204052983137;0,204990720920996;
extechWatt;-0,204237878384384;1;-0,196774221421128;-0,195841041843512;Non un numero reale;Non un numero reale;-0,180889900896111;0,197242443997377;0,338628211269097;0,242646356643241;-0,0897892579572065;0,198449507109678;0,197242443997377;
completionTime;0,99201680863428;-0,196774221421128;1;0,999995599071941;Non un numero reale;Non un numero reale;0,82521860763891;0,119896728093897;-0,366282258823924;-0,26423660964212;0,0901482707999101;0,120224521984719;0,119896728093897;
J;0,992197688033202;-0,195841041843512;0,999995599071941;1;Non un numero reale;Non un numero reale;0,826721245984208;0,12046595544757;-0,36619949156082;-0,26404221476636;0,0905845948658796;0,120795114014559;0,12046595544757;
d0_mode_in;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;1;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;
d0_mode_out;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;1;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;
gpuBusy_1;0,845592636820935;-0,180889900896111;0,82521860763891;0,826721245984208;Non un numero reale;Non un numero reale;1;0,0255246037857548;-0,464349993043353;-0,357129141056316;0,0394091564116352;0,0258676940574424;0,0255246037857548;
waveFronts_1;0,204990720920996;0,197242443997377;0,119896728093897;0,12046595544757;Non un numero reale;Non un numero reale;0,0255246037857548;1;0,845454692640969;0,917334799720246;0,834272561708928;0,99999763550801;1;
AluBusy_1;-0,305633009339978;0,338628211269097;-0,366282258823924;-0,36619949156082;Non un numero reale;Non un numero reale;-0,464349993043353;0,845454692640969;1;0,971815582264541;0,603321563465413;0,845576576181089;0,845454692640969;
aluPacking_1;-0,185966151577168;0,242646356643241;-0,26423660964212;-0,26404221476636;Non un numero reale;Non un numero reale;-0,357129141056316;0,917334799720246;0,971815582264541;1;0,774319854063551;0,917162529816567;0,917334799720245;
fetchUnitBusy_1;0,192118499341508;-0,0897892579572065;0,0901482707999101;0,0905845948658796;Non un numero reale;Non un numero reale;0,0394091564116352;0,834272561708928;0,603321563465413;0,774319854063551;1;0,833362985124133;0,834272561708928;
fetchUnitStalled_1;0,205204052983137;0,198449507109678;0,120224521984719;0,120795114014559;Non un numero reale;Non un numero reale;0,0258676940574424;0,99999763550801;0,845576576181089;0,917162529816567;0,833362985124133;1;0,99999763550801;
fastPath_1;0,204990720920996;0,197242443997377;0,119896728093897;0,12046595544757;Non un numero reale;Non un numero reale;0,0255246037857548;1;0,845454692640969;0,917334799720245;0,834272561708928;0,99999763550801;1;
