 ;vector_size;extechWatt;completionTime;J;d0_mode_in;d0_mode_out;gpuBusy_1;waveFronts_1;AluBusy_1;aluPacking_1;fetchUnitBusy_1;fetchUnitStalled_1;fastPath_1;
vector_size;1;-0,0241204246345219;0,984551383291496;0,982681596592148;Non un numero reale;0;0,291741688656509;0,414161727840138;0,442104906593635;-0,5539815915569;-0,560363183157677;0,414161727840138;0,41402653117484;
extechWatt;-0,0241204246345219;1;0,0123661543552342;0,0175708552720527;Non un numero reale;-0,808343810102637;0,229744635567331;0,0738841341478709;-0,452776311614771;-0,0839509767587723;-0,0894197642004712;0,0738841341478709;0,0739793168038631;
completionTime;0,984551383291496;0,0123661543552342;1;0,999916679660164;Non un numero reale;-0,0543423967890785;0,203080012526206;0,314177959725598;0,357326724298924;-0,493591178585578;-0,499168183495652;0,314177959725598;0,314063742950567;
J;0,982681596592148;0,0175708552720527;0,999916679660164;1;Non un numero reale;-0,0608227726678763;0,200904792625363;0,310942182101295;0,352879116766205;-0,492160088212832;-0,497718510447348;0,310942182101295;0,310828608371963;
d0_mode_in;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;1;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;
d0_mode_out;0;-0,808343810102637;-0,0543423967890785;-0,0608227726678763;Non un numero reale;1;0,0245457891427074;0,152375365696615;0,622509610998593;0,131167954797259;0,132523877206976;0,152375365696615;0,152376327830839;
gpuBusy_1;0,291741688656509;0,229744635567331;0,203080012526206;0,200904792625363;Non un numero reale;0,0245457891427074;1;0,969614856995586;0,610044274700177;-0,393557148805284;-0,407023649646037;0,969614856995586;0,969688124074254;
waveFronts_1;0,414161727840138;0,0738841341478709;0,314177959725598;0,310942182101295;Non un numero reale;0,152375365696615;0,969614856995586;1;0,763369478578964;-0,500595771291503;-0,513570894041259;1;0,999999893517628;
AluBusy_1;0,442104906593635;-0,452776311614771;0,357326724298924;0,352879116766205;Non un numero reale;0,622509610998593;0,610044274700177;0,763369478578964;1;-0,474330878402375;-0,481188808817567;0,763369478578964;0,76325050114111;
aluPacking_1;-0,5539815915569;-0,0839509767587723;-0,493591178585578;-0,492160088212832;Non un numero reale;0,131167954797259;-0,393557148805284;-0,500595771291503;-0,474330878402375;1;0,999811298570299;-0,500595771291502;-0,500297517784477;
fetchUnitBusy_1;-0,560363183157677;-0,0894197642004712;-0,499168183495652;-0,497718510447348;Non un numero reale;0,132523877206976;-0,407023649646037;-0,513570894041259;-0,481188808817567;0,999811298570299;1;-0,513570894041259;-0,513274732607278;
fetchUnitStalled_1;0,414161727840138;0,0738841341478709;0,314177959725598;0,310942182101295;Non un numero reale;0,152375365696615;0,969614856995586;1;0,763369478578964;-0,500595771291502;-0,513570894041259;1;0,999999893517628;
fastPath_1;0,41402653117484;0,0739793168038631;0,314063742950567;0,310828608371963;Non un numero reale;0,152376327830839;0,969688124074254;0,999999893517628;0,76325050114111;-0,500297517784477;-0,513274732607278;0,999999893517628;1;
