 ;matrix_w;matrix_h;filter_size;samples;n_thread_host;n_device;d0_size;d0_mode_in;d0_mode_out;d1_size;d1_mode_in;d1_mode_out;d2_size;d2_mode_in;d2_mode_out;completionTime;extechWatt;gpuBusy_1;aluInsts_1;fetchInsts_1;wrInsts_1;waveFronts_1;AluBusy_1;aluFetchRatio_1;aluPacking_1;aluPacking_1;fetchUnitBusy_1;fetchUnitStalled_1;fetchSize_1;cacheHit_1;writeUnitStalled_1;ldsFetchInst_1;aluStalledByLds_1;ldsBankConfl_1;fastPath_1;completePath_1;pathUtil_1;gpuBusy_2;aluInsts_2;fetchInsts_2;wrInsts_2;waveFronts_2;AluBusy_2;aluFetchRatio_2;aluPacking_2;aluPacking_2;fetchUnitBusy_2;fetchUnitStalled_2;fetchSize_2;cacheHit_2;writeUnitStalled_2;ldsFetchInst_2;aluStalledByLds_2;ldsBankConfl_2;fastPath_2;completePath_2;pathUtil_2;gpuBusy_3;aluInsts_3;fetchInsts_3;wrInsts_3;waveFronts_3;AluBusy_3;aluFetchRatio_3;aluPacking_3;aluPacking_3;fetchUnitBusy_3;fetchUnitStalled_3;fetchSize_3;cacheHit_3;writeUnitStalled_3;ldsFetchInst_3;aluStalledByLds_3;ldsBankConfl_3;fastPath_3;completePath_3;pathUtil_3;J;
 ;130;130;3;130;0;1;1;0;0;-1;-1;-1;-1;-1;-1;2,2272310256958;144,025862068966;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;9,81147861480713;20;25,3960399627686;2,82178211212158;25856;13,1622762680054;0,787523984909058;45;23,6979961395264;0,00849500019103289;6672,3125;67,596565246582;0;0;0;0;0;6464;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;320,778868502584;
 ;258;130;3;130;0;1;1;0;0;-1;-1;-1;-1;-1;-1;2,11016607284546;144,046428571429;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;9,8851203918457;20;73,6875;8,1875;8192;20,943338394165;0,271416008472443;45;37,6999282836914;0,00303600006736815;2097;70,5410308837891;0;0;0;0;0;2048;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;303,961886485985;
 ;258;258;3;258;0;1;1;0;0;-1;-1;-1;-1;-1;-1;2,89098310470581;144,426666666667;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15,387580871582;20;20,769229888916;2,30769205093384;39936;30,5651016235352;0,962962985038757;45;55,0229454040527;0,00727100018411875;10142,4375;70,7104568481445;0,0023439999204129;0;0;0;0;9984;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;417,535053202311;
 ;514;258;3;258;0;1;1;0;0;-1;-1;-1;-1;-1;-1;3,2947371006012;147,316666666667;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;13,728590965271;20;2,16000008583069;0,239999994635582;153600;38,3519477844238;9,25925922393799;45;69,0367813110352;0,00430699996650219;38854,6875;73,017578125;0;0;0;0;0;38400;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;485,369687203566;
 ;514;514;3;514;0;1;1;0;0;-1;-1;-1;-1;-1;-1;4,20578098297119;150,561538461538;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18,8967037200928;20;6,5892858505249;0,732142984867096;229376;44,3616485595703;3,03522992134094;45;79,8587265014648;0,00890900008380413;57795,5;73,1233749389648;0;0;0;0;0;57344;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;633,228855228424;
 ;1026;514;3;514;0;1;1;0;0;-1;-1;-1;-1;-1;-1;6,33722591400146;143,5996;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23,5945720672607;20;45;5;90112;48,0544624328613;0,444444000720978;45;86,502799987793;0,00649899989366531;22677,6875;73,1561431884766;0;0;0;0;0;22528;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;910,023106360245;
 ;1026;1026;3;1026;0;1;1;0;0;-1;-1;-1;-1;-1;-1;8,44857978820801;157,32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23,496410369873;20;78;8,66666698455811;98304;50,0522842407227;0,256410002708435;45;90,3853530883789;0,296074986457825;24772,0625;73,1250534057617;0;0;0;0;0;24576;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1329,13057228088;
 ;2050;1026;3;1026;0;1;1;0;0;-1;-1;-1;-1;-1;-1;14,8344593048096;158,565384615385;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30,6428546905518;20;91,636360168457;10,1818180084229;90112;50,4927597045898;0,218253999948502;45;91,3838958740234;0,505876004695892;23550,5;72,1289901733398;0,000805000017862767;0;0;0;0;22528;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2352,2317452284;
 ;2050;2050;3;2050;0;1;1;0;0;-1;-1;-1;-1;-1;-1;27,5772876739502;157,288461538462;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;28,7535552978516;20;2,40000009536743;0,266667008399963;983040;51,011417388916;8,33333301544189;45;92,5525817871094;0,739597022533417;257261,75;72,0941543579102;0,0233609993010759;0;0;0;0;245760;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4337,5891516392;
 ;4098;2050;3;2050;0;1;1;0;0;-1;-1;-1;-1;-1;-1;120,863014221191;158,195833333333;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38,6515235900879;20;22,5;2,5;262144;36,2278900146484;0,888889014720917;45;70,2499237060547;5,07005214691162;78878,75;67,9119491577148;0,0234510004520416;0;0;0;0;65536;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;19120,0252538999;
