mode;vector_size;samples;use_float_4;n_thread_host;n_device;d0_size;d0_mode_in;d0_mode_out;d1_size;d1_mode_in;d1_mode_out;d2_size;d2_mode_in;d2_mode_out;extechWatt;completionTime;gpuBusy_1;aluInsts_1;fetchInsts_1;wrInsts_1;waveFronts_1;AluBusy_1;aluFetchRatio_1;aluPacking_1;aluPacking_1;fetchUnitBusy_1;fetchUnitStalled_1;fetchSize_1;cacheHit_1;writeUnitStalled_1;ldsFetchInst_1;aluStalledByLds_1;ldsBankConfl_1;fastPath_1;completePath_1;pathUtil_1;gpuBusy_2;aluInsts_2;fetchInsts_2;wrInsts_2;waveFronts_2;AluBusy_2;aluFetchRatio_2;aluPacking_2;aluPacking_2;fetchUnitBusy_2;fetchUnitStalled_2;fetchSize_2;cacheHit_2;writeUnitStalled_2;ldsFetchInst_2;aluStalledByLds_2;ldsBankConfl_2;fastPath_2;completePath_2;pathUtil_2;gpuBusy_3;aluInsts_3;fetchInsts_3;wrInsts_3;waveFronts_3;AluBusy_3;aluFetchRatio_3;aluPacking_3;aluPacking_3;fetchUnitBusy_3;fetchUnitStalled_3;fetchSize_3;cacheHit_3;writeUnitStalled_3;ldsFetchInst_3;aluStalledByLds_3;ldsBankConfl_3;fastPath_3;completePath_3;pathUtil_3;J;
0;67108864;157000000;1;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;98,22;63,9044609069824;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;6276,69615028381;
1;65536;7693000192;1;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;103,4125;0,526063024997711;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;54,4014925725758;
1;131072;7693000192;1;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;109,2;0,544650971889496;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;59,4758861303329;
1;262144;7693000192;1;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;100,3375;0,566618978977203;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;56,8531318031251;
1;524288;5264000000;1;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;96,1375;0,829787015914917;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;79,7736492425203;
1;1048576;4167000064;1;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;101,24;1,18934500217438;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;120,409288020134;
1;2097152;3225999872;1;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;104,183333333333;1,90514600276947;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;198,484461055199;
1;4194304;2857999872;1;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;106,725;3,33624911308289;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;356,061186593771;
1;8388608;1220000000;1;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;101,471428571429;6,05573797225952;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;614,48438309942;
1;16777216;834000000;1;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;101,34;11,4232606887817;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1157,63323820114;
1;33554432;400000000;1;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;103,66875;22,0400009155273;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2284,85934491158;
1;67108864;226000000;1;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;103,335;43,3893814086914;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4483,64172786713;
2;65536;5264000000;1;0;1;0;0;0;-1;-1;-1;-1;-1;-1;95,0805555555556;1,74544095993042;6,25595998764038;108,5;2;0,5;168448;3,98181200027466;54,25;30,8755760192871;0,293590009212494;0;336896;0;0;19;11;0,596354007720947;0,990866005420685;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;165,957496159607;
2;131072;5264000000;1;0;1;0;0;0;-1;-1;-1;-1;-1;-1;93,4631578947368;1,79274296760559;6,20471096038818;108,5;2;0,5;336896;7,89684677124023;54,25;30,8755760192871;0,582256019115448;0;673792;0;0;19;11;1,41178297996521;1,96511399745941;5264;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;167,555419046;
2;262144;5264000000;1;0;1;0;0;0;-1;-1;-1;-1;-1;-1;93,9;1,93142104148865;6,0665340423584;108,5;2;0,5;673792;15,0498857498169;54,25;30,8755760192871;1,71112394332886;0,642759025096893;1347584;0;0;19;11;2,83783388137817;3,74513292312622;5264;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;181,360435795784;
2;524288;4167000064;1;0;1;0;0;0;-1;-1;-1;-1;-1;-1;98,4475;2,39236903190613;7,67682313919067;108,618675231934;2;0,501945018768311;1070919;19,3613986968994;54,3093376159668;30,8894863128662;3,06208109855652;1,70818996429443;2141838;0;0;19,0544738769531;11,0194549560547;4,32047080993652;4,81069898605347;8334;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;235,522750268579;
2;1048576;2942000128;1;0;1;0;0;0;-1;-1;-1;-1;-1;-1;125,913333333333;2,55438494682312;2,64840006828308;108,5;2;0,5;1512188;27,4736289978027;54,25;30,8755760192871;4,30878591537476;2,688805103302;3024376;0;0;19;11;6,14754295349121;6,83675622940063;11768;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;321,631123270988;
2;2097152;2272999936;1;0;1;0;0;0;-1;-1;-1;-1;-1;-1;127,721875;3,46546411514282;2,64239096641541;108,5;2;0,5;2336644;40,4980316162109;54,25;30,8755760192871;4,73460006713867;2,03262090682983;4673288;0;0;19;11;9,08896446228027;10,0778512954712;18184;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;442,615574531257;
2;4194304;1612999936;1;0;1;0;0;0;-1;-1;-1;-1;-1;-1;127,6625;5,26348400115967;2,61122488975525;108,5;2;0,5;3316328;54,2280082702637;54,25;30,8755760192871;5,35634422302246;1,52547597885132;6632656;0;0;19;11;12,155592918396;13,4945278167725;25808;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;671,949526298046;
2;8388608;1031000000;1;0;1;0;0;0;-1;-1;-1;-1;-1;-1;128,980555555556;8,73617839813232;2,55684304237366;108,5;2;0,5;4239472;66,9429702758789;54,25;30,8755760192871;5,63472986221313;0,837505996227264;8478944;0;0;19;11;14,9910192489624;16,6586208343506;32992;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1126,79714322355;
2;16777216;592000000;1;0;1;0;0;0;-1;-1;-1;-1;-1;-1;131,075;16,0185813903809;2,51058197021484;108,5;2;0,5;4868608;75,2768325805664;54,25;30,8755760192871;5,9527850151062;0,481821000576019;9737216;0;0;19;11;16,8554515838623;18,7324829101563;37888;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2099,63555574417;
2;33554432;324000000;1;0;1;0;0;0;-1;-1;-1;-1;-1;-1;146,742105263158;30,2191352844238;18,1286506652832;108,5;2;0,5;5329152;8,14303493499756;54,25;30,8755760192871;0,623341023921967;0,027496000751853;10658304;0;0;19;11;1,82296299934387;2,02637696266174;41796;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4434,41953086853;
2;67108864;169000000;1;0;1;0;0;0;-1;-1;-1;-1;-1;-1;150,64;61,017749786377;20,9207801818848;108,5;2;0,5;5559424;6,59903001785278;54,25;30,8755760192871;0,495703995227814;0,0110449995845556;11118848;0;0;19;11;1,47771501541138;1,64215505123138;43433;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;9191,71382781982;
2;65536;7693000192;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;95,6795454545454;1,40673303604126;9,80102920532227;108,5;2;0,5;246176;3,20397305488586;54,25;30,8755760192871;0,2362380027771;0;492352;0;0;19;11;0,479858011007309;0,797302007675171;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;134,59557746432;
2;131072;7693000192;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;96,4;1,43065094947815;11,9297370910645;108,5;2;0,5;492352;5,17907619476318;54,25;30,8755760192871;0,381866991519928;0;984704;0;0;19;11;0,831889986991882;1,28880202770233;7693;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;137,914751529694;
2;262144;5882999808;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;91,7388888888889;1,56484794616699;15,2351131439209;108,5;2;0,5;753024;7,43022012710571;54,25;30,8755760192871;6,62323808670044;6,56135702133179;1506048;0;0;19;11;1,24792301654816;1,84899497032166;5883;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;143,55741186142;
2;524288;4000000000;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;117,0125;1,47200000286102;9,51695442199707;108,618675231934;2;0,501945018768311;1028000;7,09726905822754;54,3093376159668;30,8894863128662;49,5267066955566;49,6758193969727;2056000;0;0;19,0544738769531;11,0194549560547;1,11038994789124;1,76344799995422;8000;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;172,242400334775;
2;1048576;3334000128;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;120,481818181818;1,68956196308136;13,3699293136597;108,5;2;0,5;1713676;8,2866039276123;54,25;30,8755760192871;68,2972946166992;69,4415054321289;3427352;0;0;19;11;1,27989900112152;2,06210398674011;13336;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;203,561497242884;
2;2097152;2857999872;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;122,277272727273;1,98565399646759;20,343240737915;108,5;2;0,5;2938024;8,94738578796387;54,25;30,8755760192871;79,5609588623047;81,961296081543;5876048;0;0;19;11;1,37810897827148;2,22653794288635;22864;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;242,800355268067;
2;4194304;2040999936;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;145,8;2,59186697006226;29,068775177002;108,5;2;0,5;4196296;7,16667604446411;54,25;30,8755760192871;85,3065414428711;89,3421630859375;8392592;0;0;19;11;1,08420097827911;1,78341197967529;32656;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;377,894204235077;
2;8388608;1667000064;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;144,004166666667;3,92321491241455;37,5028457641602;108,5;2;0,5;6854704;7,13934087753296;54,25;30,8755760192871;88,070442199707;93,706916809082;13709408;0;0;19;11;1,08170294761658;1,77661001682281;53344;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;564,959294116497;
2;16777216;981000000;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;143,896153846154;6,55759382247925;44,866096496582;108,5;2;0,5;8067744;7,10306978225708;54,25;30,8755760192871;88,7947769165039;96,354866027832;16135488;0;0;19;11;1,07371199131012;1,76758396625519;62784;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;943,612529540062;
2;33554432;511000000;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;139,529166666667;11,7436399459839;49,4755325317383;108,5;2;0,5;8404928;7,21203422546387;54,25;30,8755760192871;86,2517700195313;97,1565628051758;16809856;0;0;19;11;1,08977997303009;1,79470002651215;65919;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1638,58029529651;
2;67108864;89000000;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;Non un numero reale;49,0112342834473;23,0020198822021;108,5;2;0,5;2927744;7,32274007797241;54,25;30,8755760192871;79,4582061767578;91,6906433105469;5855488;0;0;19;11;1,10510003566742;1,82224905490875;22873;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;Non un numero reale;
2;65536;8334000128;1;0;1;0;1;2;-1;-1;-1;-1;-1;-1;95,0888888888889;1,15466797351837;8,3995475769043;108,5;2;0,5;266688;4,5338659286499;54,25;30,8755760192871;0,334293991327286;0;533376;0;0;19;11;0,679035007953644;1,12824296951294;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;109,796094637447;
2;131072;7693000192;1;0;1;0;1;2;-1;-1;-1;-1;-1;-1;93,2222222222222;1,21097099781036;10,9497585296631;108,5;2;0,5;492352;6,65107822418213;54,25;30,8755760192871;0,490402013063431;0;984704;0;0;19;11;1,07492697238922;1,65510702133179;7693;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;112,889407462544;
2;262144;6666999808;1;0;1;0;1;2;-1;-1;-1;-1;-1;-1;90,2647058823529;1,34573304653168;15,2844858169556;108,5;2;0,5;853376;8,60141944885254;54,25;30,8755760192871;9,01556205749512;9,63772010803223;1706752;0;0;19;11;1,43142604827881;2,14044499397278;6667;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;121,472197641345;
2;524288;6249999872;1;0;1;0;1;2;-1;-1;-1;-1;-1;-1;93,0921052631579;1,56656002998352;21,1235580444336;108,618675231934;2;0,501945018768311;1606250;8,88672828674316;54,3093376159668;30,8894863128662;53,4274749755859;53,6708221435547;3212500;0;0;19,0544738769531;11,0194549560547;1,45264101028442;2,20807290077209;12500;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;145,834371212282;
