 ;vector_size;extechWatt;completionTime;J;d0_mode_in;d0_mode_out;gpuBusy_2;waveFronts_2;AluBusy_2;aluPacking_2;fetchUnitBusy_2;fetchUnitStalled_2;fastPath_2;
vector_size;1;0,847654167516486;0,930495358905445;0,93075159055595;Non un numero reale;Non un numero reale;0,421286113692786;0,258450301849808;0,39103716432959;0,430129854261078;0,936795757950956;0,308633779273447;0,258454762415399;
extechWatt;0,847654167516486;1;0,643075492242653;0,643551352873827;Non un numero reale;Non un numero reale;0,710926359402161;0,624507591338045;0,570012803020302;0,605264814120496;0,965275602636892;0,665246118321226;0,624511330168602;
completionTime;0,930495358905445;0,643075492242653;1;0,999997301191818;Non un numero reale;Non un numero reale;0,182929935509458;-0,0354735391354495;0,255193767972777;0,290386943892626;0,789402422199361;-0,00334905749619242;-0,0354710897191243;
J;0,93075159055595;0,643551352873827;0,999997301191818;1;Non un numero reale;Non un numero reale;0,182577333437512;-0,0355042234197734;0,254642809883175;0,289868110851306;0,789711552252564;-0,00320900235645841;-0,0355017543019202;
d0_mode_in;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;1;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;
d0_mode_out;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;1;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;
gpuBusy_2;0,421286113692786;0,710926359402161;0,182929935509458;0,182577333437512;Non un numero reale;Non un numero reale;1;0,79823776757741;0,918012938974649;0,924462329095998;0,616865585648659;0,800409427090903;0,798238025154971;
waveFronts_2;0,258450301849808;0,624507591338045;-0,0354735391354495;-0,0355042234197734;Non un numero reale;Non un numero reale;0,79823776757741;1;0,600324114072369;0,611076655175159;0,527003836948957;0,994106119821912;0,999999999936006;
AluBusy_2;0,39103716432959;0,570012803020302;0,255193767972777;0,254642809883175;Non un numero reale;Non un numero reale;0,918012938974649;0,600324114072369;1;0,998947163302629;0,51980605976599;0,590762354983987;0,600323150515626;
aluPacking_2;0,430129854261078;0,605264814120496;0,290386943892626;0,289868110851306;Non un numero reale;Non un numero reale;0,924462329095998;0,611076655175159;0,998947163302629;1;0,55844809382011;0,603863600471901;0,611075903297313;
fetchUnitBusy_2;0,936795757950956;0,965275602636892;0,789402422199361;0,789711552252564;Non un numero reale;Non un numero reale;0,616865585648659;0,527003836948957;0,51980605976599;0,55844809382011;1;0,565640318295578;0,527007267762742;
fetchUnitStalled_2;0,308633779273447;0,665246118321226;-0,00334905749619242;-0,00320900235645841;Non un numero reale;Non un numero reale;0,800409427090903;0,994106119821912;0,590762354983987;0,603863600471901;0,565640318295578;1;0,994107326648013;
fastPath_2;0,258454762415399;0,624511330168602;-0,0354710897191243;-0,0355017543019202;Non un numero reale;Non un numero reale;0,798238025154971;0,999999999936006;0,600323150515626;0,611075903297313;0,527007267762742;0,994107326648013;1;
