J,mode;J,matrix_w;J,matrix_h;J,filter_size;J,samples;J,n_thread_host;J,n_device;J,d0_size;J,d0_mode_in;J,d0_mode_out;J,d1_size;J,d1_mode_in;J,d1_mode_out;J,d2_size;J,d2_mode_in;J,d2_mode_out;J,extechWatt;J,completionTime;J,gpuBusy_1;J,aluInsts_1;J,fetchInsts_1;J,wrInsts_1;J,waveFronts_1;J,AluBusy_1;J,aluFetchRatio_1;J,aluPacking_1;J,aluPacking_1;J,fetchUnitBusy_1;J,fetchUnitStalled_1;J,fetchSize_1;J,cacheHit_1;J,writeUnitStalled_1;J,ldsFetchInst_1;J,aluStalledByLds_1;J,ldsBankConfl_1;J,fastPath_1;J,completePath_1;J,pathUtil_1;J,gpuBusy_2;J,aluInsts_2;J,fetchInsts_2;J,wrInsts_2;J,waveFronts_2;J,AluBusy_2;J,aluFetchRatio_2;J,aluPacking_2;J,aluPacking_2;J,fetchUnitBusy_2;J,fetchUnitStalled_2;J,fetchSize_2;J,cacheHit_2;J,writeUnitStalled_2;J,ldsFetchInst_2;J,aluStalledByLds_2;J,ldsBankConfl_2;J,fastPath_2;J,completePath_2;J,pathUtil_2;J,gpuBusy_3;J,aluInsts_3;J,fetchInsts_3;J,wrInsts_3;J,waveFronts_3;J,AluBusy_3;J,aluFetchRatio_3;J,aluPacking_3;J,aluPacking_3;J,fetchUnitBusy_3;J,fetchUnitStalled_3;J,fetchSize_3;J,cacheHit_3;J,writeUnitStalled_3;J,ldsFetchInst_3;J,aluStalledByLds_3;J,ldsBankConfl_3;J,fastPath_3;J,completePath_3;J,pathUtil_3;extechWatt,mode;extechWatt,matrix_w;extechWatt,matrix_h;extechWatt,filter_size;extechWatt,samples;extechWatt,n_thread_host;extechWatt,n_device;extechWatt,d0_size;extechWatt,d0_mode_in;extechWatt,d0_mode_out;extechWatt,d1_size;extechWatt,d1_mode_in;extechWatt,d1_mode_out;extechWatt,d2_size;extechWatt,d2_mode_in;extechWatt,d2_mode_out;extechWatt,extechWatt;extechWatt,completionTime;extechWatt,gpuBusy_1;extechWatt,aluInsts_1;extechWatt,fetchInsts_1;extechWatt,wrInsts_1;extechWatt,waveFronts_1;extechWatt,AluBusy_1;extechWatt,aluFetchRatio_1;extechWatt,aluPacking_1;extechWatt,aluPacking_1;extechWatt,fetchUnitBusy_1;extechWatt,fetchUnitStalled_1;extechWatt,fetchSize_1;extechWatt,cacheHit_1;extechWatt,writeUnitStalled_1;extechWatt,ldsFetchInst_1;extechWatt,aluStalledByLds_1;extechWatt,ldsBankConfl_1;extechWatt,fastPath_1;extechWatt,completePath_1;extechWatt,pathUtil_1;extechWatt,gpuBusy_2;extechWatt,aluInsts_2;extechWatt,fetchInsts_2;extechWatt,wrInsts_2;extechWatt,waveFronts_2;extechWatt,AluBusy_2;extechWatt,aluFetchRatio_2;extechWatt,aluPacking_2;extechWatt,aluPacking_2;extechWatt,fetchUnitBusy_2;extechWatt,fetchUnitStalled_2;extechWatt,fetchSize_2;extechWatt,cacheHit_2;extechWatt,writeUnitStalled_2;extechWatt,ldsFetchInst_2;extechWatt,aluStalledByLds_2;extechWatt,ldsBankConfl_2;extechWatt,fastPath_2;extechWatt,completePath_2;extechWatt,pathUtil_2;extechWatt,gpuBusy_3;extechWatt,aluInsts_3;extechWatt,fetchInsts_3;extechWatt,wrInsts_3;extechWatt,waveFronts_3;extechWatt,AluBusy_3;extechWatt,aluFetchRatio_3;extechWatt,aluPacking_3;extechWatt,aluPacking_3;extechWatt,fetchUnitBusy_3;extechWatt,fetchUnitStalled_3;extechWatt,fetchSize_3;extechWatt,cacheHit_3;extechWatt,writeUnitStalled_3;extechWatt,ldsFetchInst_3;extechWatt,aluStalledByLds_3;extechWatt,ldsBankConfl_3;extechWatt,fastPath_3;extechWatt,completePath_3;extechWatt,pathUtil_3;completionTime,mode;completionTime,matrix_w;completionTime,matrix_h;completionTime,filter_size;completionTime,samples;completionTime,n_thread_host;completionTime,n_device;completionTime,d0_size;completionTime,d0_mode_in;completionTime,d0_mode_out;completionTime,d1_size;completionTime,d1_mode_in;completionTime,d1_mode_out;completionTime,d2_size;completionTime,d2_mode_in;completionTime,d2_mode_out;completionTime,extechWatt;completionTime,completionTime;completionTime,gpuBusy_1;completionTime,aluInsts_1;completionTime,fetchInsts_1;completionTime,wrInsts_1;completionTime,waveFronts_1;completionTime,AluBusy_1;completionTime,aluFetchRatio_1;completionTime,aluPacking_1;completionTime,aluPacking_1;completionTime,fetchUnitBusy_1;completionTime,fetchUnitStalled_1;completionTime,fetchSize_1;completionTime,cacheHit_1;completionTime,writeUnitStalled_1;completionTime,ldsFetchInst_1;completionTime,aluStalledByLds_1;completionTime,ldsBankConfl_1;completionTime,fastPath_1;completionTime,completePath_1;completionTime,pathUtil_1;completionTime,gpuBusy_2;completionTime,aluInsts_2;completionTime,fetchInsts_2;completionTime,wrInsts_2;completionTime,waveFronts_2;completionTime,AluBusy_2;completionTime,aluFetchRatio_2;completionTime,aluPacking_2;completionTime,aluPacking_2;completionTime,fetchUnitBusy_2;completionTime,fetchUnitStalled_2;completionTime,fetchSize_2;completionTime,cacheHit_2;completionTime,writeUnitStalled_2;completionTime,ldsFetchInst_2;completionTime,aluStalledByLds_2;completionTime,ldsBankConfl_2;completionTime,fastPath_2;completionTime,completePath_2;completionTime,pathUtil_2;completionTime,gpuBusy_3;completionTime,aluInsts_3;completionTime,fetchInsts_3;completionTime,wrInsts_3;completionTime,waveFronts_3;completionTime,AluBusy_3;completionTime,aluFetchRatio_3;completionTime,aluPacking_3;completionTime,aluPacking_3;completionTime,fetchUnitBusy_3;completionTime,fetchUnitStalled_3;completionTime,fetchSize_3;completionTime,cacheHit_3;completionTime,writeUnitStalled_3;completionTime,ldsFetchInst_3;completionTime,aluStalledByLds_3;completionTime,ldsBankConfl_3;completionTime,fastPath_3;completionTime,completePath_3;completionTime,pathUtil_3;
HOST_SEQ 130 130 3 130 1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 Non un numero reale;0,904429371952123;0,966244431186708;-Infinito;0,966244431186708;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,999975615531275;0,370503189470637;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,902607381530902;0,967189441076571;Non un numero reale;0,967189441076571;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;1;0,368525946008996;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,587854626851255;0,446878260793644;Non un numero reale;0,446878260793644;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,368525946008996;1;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;
HOST_PAR 130 130 3 130 4 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 Non un numero reale;0,907778069334511;0,96698997714959;Non un numero reale;0,96698997714959;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,999995631502375;0,519781502839598;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,907040836193638;0,966971476431576;Non un numero reale;0,966971476431576;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;1;0,519127078494622;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,686588290825837;0,638580473376703;+Infinito;0,638580473376703;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,519127078494622;1;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;
OPENCL 130 130 3 130 0 1 0 0 0 -1 -1 -1 -1 -1 -1 Non un numero reale;0,855889104716075;0,938253380790238;Non un numero reale;0,938253380790238;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,999995599071941;-0,195841041843512;0,826721245984208;-Infinito;Non un numero reale;Non un numero reale;0,12046595544757;-0,36619949156082;Non un numero reale;-Infinito;-0,26404221476636;0,0905845948658796;0,120795114014559;0,28036528113213;-0,344674247170378;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,12046595544757;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,854647716757424;0,938112668972852;Non un numero reale;0,938112668972852;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;1;-0,196774221421128;0,82521860763891;Non un numero reale;Non un numero reale;Non un numero reale;0,119896728093897;-0,366282258823924;Non un numero reale;+Infinito;-0,26423660964212;0,0901482707999101;0,120224521984719;0,279470200131921;-0,344592682320837;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,119896728093897;Non un numero reale;+Infinito;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;-0,152281627504262;-0,156996996926474;Non un numero reale;-0,156996996926474;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;-0,196774221421128;1;-0,180889900896111;+Infinito;Non un numero reale;Non un numero reale;0,197242443997377;0,338628211269097;Non un numero reale;-Infinito;0,242646356643241;-0,0897892579572065;0,198449507109678;0,357481583298415;0,530035052747084;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,197242443997377;Non un numero reale;+Infinito;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;
OPENCL 130 130 3 130 0 1 0 1 1 -1 -1 -1 -1 -1 -1 Non un numero reale;0,731511012438321;0,900197296514967;Non un numero reale;0,900197296514967;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,99998936438001;0,234336542652239;-0,0291535448185919;+Infinito;Non un numero reale;Non un numero reale;-0,00763261474444987;0,431190959617325;Non un numero reale;Non un numero reale;-0,272263232434134;-0,309758452145384;-0,00778474735449364;0,223513634903143;0,251677996395096;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;-0,00764492858001046;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,733676136954584;0,901101416461074;Non un numero reale;0,901101416461074;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;1;0,232104380299141;-0,027943931305976;+Infinito;+Infinito;Non un numero reale;-0,00637817792116911;0,43263409504414;Non un numero reale;Non un numero reale;-0,272648761118188;-0,31035510373832;-0,00651649796572407;0,223731676807106;0,252260986059294;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;-0,0063904939968458;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,305122922413439;0,345322794253065;Non un numero reale;0,345322794253065;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,232104380299141;1;0,50716885078243;-Infinito;-Infinito;Non un numero reale;0,530307913730598;0,536742492133929;-Infinito;Non un numero reale;-0,527228758224403;-0,542304419067966;0,528593411353333;0,620710982475481;0,516882186965148;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,53028071108221;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;
OPENCL 130 130 3 130 0 1 0 2 2 -1 -1 -1 -1 -1 -1 Non un numero reale;0,750077848748832;0,910020425172626;Non un numero reale;0,910020425172626;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,999985215185039;-0,0857864770051395;0,0845720574985441;Non un numero reale;Non un numero reale;Non un numero reale;-0,013491055060874;0,373294415908101;Non un numero reale;-Infinito;0,477672547713098;0,820021300633643;-0,013576813983036;0,227703275075581;0,201021077061863;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;-0,0134797274383889;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,746586100525562;0,908298182154102;Non un numero reale;0,908298182154102;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;1;-0,0890536119310504;0,0803366397673507;Non un numero reale;+Infinito;Non un numero reale;-0,0177928419182106;0,370751933616297;Non un numero reale;Non un numero reale;0,474893033717755;0,816997702799013;-0,017886637292338;0,225560122995993;0,199361049943848;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;-0,0177815087270041;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,300335451983324;0,129361617478745;+Infinito;0,129361617478745;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;-0,0890536119310504;1;0,627417531771945;+Infinito;+Infinito;Non un numero reale;0,725012624946057;0,385587680875415;+Infinito;+Infinito;0,384080202841695;0,252300940161117;0,725020171152341;0,472847258293076;0,34507564109088;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;0,724994889787185;Non un numero reale;+Infinito;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;
