 ;matrix_w;matrix_h;filter_size;samples;n_thread_host;n_device;d0_size;d0_mode_in;d0_mode_out;d1_size;d1_mode_in;d1_mode_out;d2_size;d2_mode_in;d2_mode_out;completionTime;extechWatt;gpuBusy_1;aluInsts_1;fetchInsts_1;wrInsts_1;waveFronts_1;AluBusy_1;aluFetchRatio_1;aluPacking_1;aluPacking_1;fetchUnitBusy_1;fetchUnitStalled_1;fetchSize_1;cacheHit_1;writeUnitStalled_1;ldsFetchInst_1;aluStalledByLds_1;ldsBankConfl_1;fastPath_1;completePath_1;pathUtil_1;gpuBusy_2;aluInsts_2;fetchInsts_2;wrInsts_2;waveFronts_2;AluBusy_2;aluFetchRatio_2;aluPacking_2;aluPacking_2;fetchUnitBusy_2;fetchUnitStalled_2;fetchSize_2;cacheHit_2;writeUnitStalled_2;ldsFetchInst_2;aluStalledByLds_2;ldsBankConfl_2;fastPath_2;completePath_2;pathUtil_2;gpuBusy_3;aluInsts_3;fetchInsts_3;wrInsts_3;waveFronts_3;AluBusy_3;aluFetchRatio_3;aluPacking_3;aluPacking_3;fetchUnitBusy_3;fetchUnitStalled_3;fetchSize_3;cacheHit_3;writeUnitStalled_3;ldsFetchInst_3;aluStalledByLds_3;ldsBankConfl_3;fastPath_3;completePath_3;pathUtil_3;J;
 ;130;130;3;130;0;1;0;1;1;-1;-1;-1;-1;-1;-1;1,52252304553986;151,326470588235;6,30926418304443;20;9;1;1506048;1,23320305347443;2,22222208976746;45;21,4636726379395;19,3364734649658;388645,6875;72,4739608764648;25,4677906036377;0;0;0;0;376512;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;230,398038870797;
 ;258;130;3;130;0;1;0;1;1;-1;-1;-1;-1;-1;-1;1,70858705043793;151,455555555556;10,8087673187256;20;9;1;2695168;1,30153894424438;2,22222208976746;45;23,7355461120605;21,5433864593506;689913;72,6953125;54,432300567627;0;0;0;0;673807,375;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;258,775000939104;
 ;258;258;3;258;0;1;0;1;1;-1;-1;-1;-1;-1;-1;1,98099994659424;154,87;14,1663017272949;20;9;1;5120000;1,71996295452118;2,22222208976746;45;22,3036212921143;19,2911510467529;1300312,5;72,91015625;71,3554382324219;0;0;0;0;1280153,75;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;306,79746172905;
 ;514;258;3;258;0;1;0;1;1;-1;-1;-1;-1;-1;-1;2,35475206375122;151,967647058824;22,5973224639893;20;9;1;7585792;1,79692196846008;2,22222208976746;45;18,1394424438477;15,1059951782227;1918903,5;73,017578125;83,8721160888672;0;0;0;0;1897044,875;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;357,846130535182;
 ;514;514;3;514;0;1;0;1;1;-1;-1;-1;-1;-1;-1;3,21520495414734;154,1375;29,2075748443604;20;9;1;10506240;1,95932495594025;2,22222208976746;45;16,5799942016602;13,2618951797485;2647240,25;73,1233749389648;91,1323089599609;0;0;0;0;2627098;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;495,583653619885;
 ;1026;514;3;514;0;1;0;1;1;-1;-1;-1;-1;-1;-1;4,62959289550781;152,997368421053;40,5812606811523;20;9;1;16719872;2,02105188369751;2,22222208976746;45;16,0053749084473;12,5608568191528;4204587,5;73,17626953125;94,5622787475586;0;0;0;0;4180666,5;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;708,315529873497;
 ;1026;1026;3;1026;0;1;0;1;1;-1;-1;-1;-1;-1;-1;7,49183082580566;155,283333333333;47,9401550292969;20;9;1;19054592;2,13229489326477;2,22222208976746;45;15,8133010864258;12,1518850326538;4782328,5;73,228759765625;95,2360153198242;0;0;0;0;4764523,5;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1163,35646340052;
 ;2050;1026;3;1026;0;1;0;1;1;-1;-1;-1;-1;-1;-1;12,6439723968506;159,720588235294;54,3982543945313;20;9;1;23101440;2,17743301391602;2,22222208976746;45;15,1045961380005;11,32643699646;5792379;73,254753112793;93,0312423706055;0;0;0;0;5775914;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2019,5027088558;
 ;2050;2050;3;2050;0;1;0;1;1;-1;-1;-1;-1;-1;-1;25,1195335388184;154,765625;58,5238914489746;20;9;1;22478848;2,11076307296753;2,22222208976746;45;15,2725801467896;11,6067180633545;5630728,5;73,2810592651367;93,0397109985352;0;0;0;0;5620735;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3887,64030784369;
 ;4098;2050;3;2050;0;1;0;1;1;-1;-1;-1;-1;-1;-1;50,3136100769043;152,214705882353;52,5847320556641;20;9;1;22151168;2,41732788085938;2,22222208976746;45;16,3158321380615;12,093337059021;5580090;73,13623046875;93,8101654052734;0;0;0;0;5538486;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;7658,47135973538;
