 ;vector_size;samples;use_float_4;n_thread_host;n_device;d0_size;d0_mode_in;d0_mode_out;d1_size;d1_mode_in;d1_mode_out;d2_size;d2_mode_in;d2_mode_out;completionTime;extechWatt;gpuBusy_1;aluInsts_1;fetchInsts_1;wrInsts_1;waveFronts_1;AluBusy_1;aluFetchRatio_1;aluPacking_1;aluPacking_1;fetchUnitBusy_1;fetchUnitStalled_1;fetchSize_1;cacheHit_1;writeUnitStalled_1;ldsFetchInst_1;aluStalledByLds_1;ldsBankConfl_1;fastPath_1;completePath_1;pathUtil_1;gpuBusy_2;aluInsts_2;fetchInsts_2;wrInsts_2;waveFronts_2;AluBusy_2;aluFetchRatio_2;aluPacking_2;aluPacking_2;fetchUnitBusy_2;fetchUnitStalled_2;fetchSize_2;cacheHit_2;writeUnitStalled_2;ldsFetchInst_2;aluStalledByLds_2;ldsBankConfl_2;fastPath_2;completePath_2;pathUtil_2;gpuBusy_3;aluInsts_3;fetchInsts_3;wrInsts_3;waveFronts_3;AluBusy_3;aluFetchRatio_3;aluPacking_3;aluPacking_3;fetchUnitBusy_3;fetchUnitStalled_3;fetchSize_3;cacheHit_3;writeUnitStalled_3;ldsFetchInst_3;aluStalledByLds_3;ldsBankConfl_3;fastPath_3;completePath_3;pathUtil_3;J;
 ;65536;6666999808;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;1,2147890329361;152,065625;3,90802001953125;108,5;2;0,5;213344;1,68247401714325;54,25;30,8755760192871;0,124053001403809;0;426688;0;0;19;11;0,251982986927032;0,418680012226105;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;184,727653536573;
 ;131072;7143000064;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;1,39437198638916;147,025;4,89449501037598;108,5;2;0,5;457152;2,31252288818359;54,25;30,8755760192871;0,170508995652199;0;914304;0;0;19;11;0,353821992874146;0,575466990470886;7143;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;205,007541298866;
 ;262144;6249999872;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;1,53840005397797;143,88947368421;7,3880090713501;108,5;2;0,5;800000;2,84727811813354;54,25;30,8755760192871;9,9326696395874;10,814432144165;1600000;0;0;19;11;0,436204999685287;0,708539009094238;6250;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;221,359574082651;
 ;524288;5264000000;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;1,73556196689606;141,775;11,6098403930664;108,5;2;0,5;1347584;3,19915294647217;54,25;30,8755760192871;63,6194114685059;64,3979110717773;2695168;0;0;19;11;0,485978007316589;0,796103000640869;10528;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;246,059297856689;
 ;1048576;4545999872;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;1,8682359457016;146,808823529412;19,1943206787109;108,5;2;0,5;2327552;3,40469908714294;54,25;30,8755760192871;78,6796875;80,4242477416992;4655104;0;0;19;11;0,513722002506256;0,847252011299133;18184;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;274,27352126381;
 ;2097152;3225999872;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;2,38127708435059;148,576666666667;30,9045295715332;108,5;2;0,5;3303424;3,51829409599304;54,25;30,8755760192871;85,5980377197266;88,4849243164063;6606848;0;0;19;11;0,529843986034393;0,875519990921021;25808;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;353,802211602529;
 ;4194304;415000000;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;3,44819307327271;143,716666666667;43,1628303527832;108,5;2;0,5;853240;3,56048011779785;54,25;30,8755760192871;86,7881698608398;90,7764053344727;1706480;0;0;19;11;0,535163998603821;0,886017978191376;6640;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;495,562814513842;
 ;8388608;368000000;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;5,60054302215576;142,01;52,3860130310059;108,5;2;0,5;1513216;3,60473299026489;54,25;30,8755760192871;87,875129699707;94,0031509399414;3026432;0;0;19;11;0,541814982891083;0,897029995918274;11776;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;795,33311457634;
 ;16777216;297000000;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;10,3030300140381;143,485714285714;59,4117317199707;108,5;2;0,5;2442528;3,62516307830811;54,25;30,8755760192871;87,2509918212891;94,4055252075195;4885056;0;0;19;11;0,544467985630035;0,902113974094391;19008;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1478,33762087141;
 ;33554432;220000000;1;0;1;0;1;1;-1;-1;-1;-1;-1;-1;19,52272605896;149,188888888889;58,1819534301758;108,5;2;0,5;3618560;3,63880491256714;54,25;30,8755760192871;85,4878005981445;95,6836547851563;7237120;0;0;19;11;0,546679019927979;0,905508995056152;28380;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2912,57380881839;
