 ;vector_size;extechWatt;completionTime;J;d0_mode_in;d0_mode_out;gpuBusy_2;waveFronts_2;AluBusy_2;aluPacking_2;fetchUnitBusy_2;fetchUnitStalled_2;fastPath_2;
 ;65536;148,398333333333;1,4804699420929;219,699271956682;1;1;7,95229387283325;1440;14,6700954437256;3,56884098052979;2,69102001190186;2880;0;
 ;131072;145,525862068965;1,50247502326965;218,648972998405;1;1;9,86957359313965;3264;23,4537105560303;10,9680824279785;9,31078052520752;6528;25,5;
 ;262144;147,030769230769;1,58949494361877;233,704664248687;1;1;13,2530975341797;25728;35,416332244873;11,9608192443848;9,38834953308105;51456;201;
 ;524288;144,330357142857;1,68916499614716;243,797787167132;1;1;17,5792407989502;54528;47,5067863464355;9,89149761199951;6,41328477859497;109056;426;
 ;1048576;148,274;1,8809939622879;278,902498764277;1;1;24,7640857696533;124928;57,5296936035156;8,00679969787598;3,78897309303284;249856;976;
 ;2097152;146,48;2,19789409637451;321,947527236939;1;1;36,2708511352539;186368;64,4610748291016;6,8841347694397;2,14379405975342;372736;1456;
 ;4194304;140,366666666667;2,8646080493927;402,095483199755;1;1;49,2879981994629;199432;66,7219772338867;6,04063510894775;1,12752103805542;398864;1552;
 ;8388608;151,9625;4,06361293792725;617,516781079769;1;1;56,025333404541;427648;69,4402008056641;5,8161301612854;0,712674021720886;855296;3328;
 ;16777216;147,758333333333;5,98230123519897;883,934860010942;1;1;66,2005004882813;534560;71,0870132446289;6,06233787536621;0,826426982879639;1069120;4160;
 ;33554432;147,30625;9,94525527954102;1464,99826052189;1;1;12,5262403488159;16384;72,1723251342773;5,7644739151001;0,478617995977402;32768;128;
 ;67108864;157,226666666667;45,4867248535156;7151,72612630208;1;1;11,8357639312744;32896;70,8520278930664;6,78079700469971;1,61824297904968;65792;257;
