 ;vector_size;extechWatt;completionTime;J;d0_mode_in;d0_mode_out;gpuBusy_1;waveFronts_1;AluBusy_1;aluPacking_1;fetchUnitBusy_1;fetchUnitStalled_1;fastPath_1;
vector_size;1;0,0439541796720375;0,954244822088516;0,955801802595616;Non un numero reale;Non un numero reale;0,305905457678215;0,201139123922074;0,488035314781595;0,599671289745195;0,937128344578811;0,201518073207183;0,201152808807573;
extechWatt;0,0439541796720375;1;-0,0890536119310504;-0,0857864770051395;Non un numero reale;Non un numero reale;0,627417531771945;0,725012624946057;0,385587680875415;0,384080202841695;0,252300940161117;0,725020171152341;0,724994889787185;
completionTime;0,954244822088516;-0,0890536119310504;1;0,999985215185039;Non un numero reale;Non un numero reale;0,0803366397673507;-0,0177928419182106;0,370751933616297;0,474893033717755;0,816997702799013;-0,017886637292338;-0,0177815087270041;
J;0,955801802595616;-0,0857864770051395;0,999985215185039;1;Non un numero reale;Non un numero reale;0,0845720574985441;-0,013491055060874;0,373294415908101;0,477672547713098;0,820021300633643;-0,013576813983036;-0,0134797274383889;
d0_mode_in;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;1;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;
d0_mode_out;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;1;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;Non un numero reale;
gpuBusy_1;0,305905457678215;0,627417531771945;0,0803366397673507;0,0845720574985441;Non un numero reale;Non un numero reale;1;0,973576468340429;0,766290354929534;0,768728735321128;0,515465052483086;0,973450255158611;0,973587000102582;
waveFronts_1;0,201139123922074;0,725012624946057;-0,0177928419182106;-0,013491055060874;Non un numero reale;Non un numero reale;0,973576468340429;1;0,743062212924851;0,736572942420435;0,451614281784184;0,999992193486086;0,999999997784247;
AluBusy_1;0,488035314781595;0,385587680875415;0,370751933616297;0,373294415908101;Non un numero reale;Non un numero reale;0,766290354929534;0,743062212924851;1;0,98956437214197;0,574828213660678;0,743128056000714;0,743067433037335;
aluPacking_1;0,599671289745195;0,384080202841695;0,474893033717755;0,477672547713098;Non un numero reale;Non un numero reale;0,768728735321128;0,736572942420435;0,98956437214197;1;0,686621160346205;0,736745137535749;0,73657915035904;
fetchUnitBusy_1;0,937128344578811;0,252300940161117;0,816997702799013;0,820021300633643;Non un numero reale;Non un numero reale;0,515465052483086;0,451614281784184;0,574828213660678;0,686621160346205;1;0,452170065310935;0,451622145545147;
fetchUnitStalled_1;0,201518073207183;0,725020171152341;-0,017886637292338;-0,013576813983036;Non un numero reale;Non un numero reale;0,973450255158611;0,999992193486086;0,743128056000714;0,736745137535749;0,452170065310935;1;0,999992248711752;
fastPath_1;0,201152808807573;0,724994889787185;-0,0177815087270041;-0,0134797274383889;Non un numero reale;Non un numero reale;0,973587000102582;0,999999997784247;0,743067433037335;0,73657915035904;0,451622145545147;0,999992248711752;1;
