 ;vector_size;samples;use_float_4;n_thread_host;n_device;d0_size;d0_mode_in;d0_mode_out;d1_size;d1_mode_in;d1_mode_out;d2_size;d2_mode_in;d2_mode_out;completionTime;extechWatt;gpuBusy_1;aluInsts_1;fetchInsts_1;wrInsts_1;waveFronts_1;AluBusy_1;aluFetchRatio_1;aluPacking_1;aluPacking_1;fetchUnitBusy_1;fetchUnitStalled_1;fetchSize_1;cacheHit_1;writeUnitStalled_1;ldsFetchInst_1;aluStalledByLds_1;ldsBankConfl_1;fastPath_1;completePath_1;pathUtil_1;gpuBusy_2;aluInsts_2;fetchInsts_2;wrInsts_2;waveFronts_2;AluBusy_2;aluFetchRatio_2;aluPacking_2;aluPacking_2;fetchUnitBusy_2;fetchUnitStalled_2;fetchSize_2;cacheHit_2;writeUnitStalled_2;ldsFetchInst_2;aluStalledByLds_2;ldsBankConfl_2;fastPath_2;completePath_2;pathUtil_2;gpuBusy_3;aluInsts_3;fetchInsts_3;wrInsts_3;waveFronts_3;AluBusy_3;aluFetchRatio_3;aluPacking_3;aluPacking_3;fetchUnitBusy_3;fetchUnitStalled_3;fetchSize_3;cacheHit_3;writeUnitStalled_3;ldsFetchInst_3;aluStalledByLds_3;ldsBankConfl_3;fastPath_3;completePath_3;pathUtil_3;J;
 ;65536;7693000192;1;0;1;1;0;0;-1;-1;-1;-1;-1;-1;1,00740897655487;146,954347826087;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;11,76100730896;108,5;0,671296000480652;0,167824000120163;13824;22,1138954162598;161,627578735352;30,8755760192871;3,07162499427795;1,55260503292084;27648;0;0;6,37731504440308;3,69213008880615;5,21195220947266;10,1652584075928;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;148,043129143767;
 ;131072;10000000000;1;0;1;1;0;0;-1;-1;-1;-1;-1;-1;1,04680001735687;148,545;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;13,8140048980713;108,5;0,359551012516022;0,0898879989981651;28480;32,7225532531738;301,765625;30,8755760192871;10,3695726394653;8,15278816223145;56960;0;0;3,41572999954224;1,97752797603607;1,16849100589752;1,62248802185059;222,5;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;155,496908578277;
 ;262144;5882999808;1;0;1;1;0;0;-1;-1;-1;-1;-1;-1;1,22403502464294;148,571428571429;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16,5925388336182;108,5;0,620895981788635;0,155223995447159;42880;45,3697929382324;174,747589111328;30,8755760192871;10,9714336395264;7,79459285736084;85760;0;0;5,89850807189941;3,41492509841919;19,6645984649658;25,11549949646;335;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;181,856632232666;
 ;524288;5000000000;1;0;1;1;0;0;-1;-1;-1;-1;-1;-1;1,68120002746582;150,876;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18,3410301208496;108,5;1,62934398651123;0,407335996627808;66304;55,319938659668;66,5912322998047;30,8755760192871;9,01586437225342;4,99475193023682;132608;0;0;15,4787645339966;8,96138954162598;23,4144630432129;29,0620880126953;518;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;253,652735343933;
 ;1048576;3448999936;1;0;1;1;0;0;-1;-1;-1;-1;-1;-1;2,39518690109253;153,127083333333;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;17,9114475250244;108,5;45,7777786254883;11,4444446563721;4608;61,4662475585938;2,37014603614807;30,8755760192871;7,36105394363403;2,85421395301819;9216;0;0;434,888885498047;251,777770996094;97,2402954101563;100;36;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;366,767984202504;
 ;2097152;2223000064;1;0;1;1;0;0;-1;-1;-1;-1;-1;-1;3,6414749622345;154,564583333333;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23,8856220245361;108,5;1,17073202133179;0,292683005332947;125952;67,7733840942383;92,6770858764648;30,8755760192871;6,5917329788208;1,60909700393677;251904;0;0;11,1219511032104;6,43902397155762;4,08195114135742;4,92093992233276;984;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;562,843060256541;
 ;4194304;371000000;1;0;1;1;0;0;-1;-1;-1;-1;-1;-1;5,73854398727417;152,628571428571;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23,7019081115723;108,5;1,89999997615814;0,474999994039536;82240;67,7119293212891;57,1052627563477;30,8755760192871;6,62330198287964;1,64767694473267;164480;0;0;18,0499992370605;10,4499998092651;26,3109149932861;32,014949798584;640;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;875,865770857675;
 ;8388608;315000000;1;0;1;1;0;0;-1;-1;-1;-1;-1;-1;9,82222175598145;154,31;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;25,2079029083252;108,5;2,93333292007446;0,733332991600037;61680;70,1062469482422;36,9886360168457;30,8755760192871;6,24737119674683;1,10692703723907;123360;0;0;27,8666667938232;16,1333332061768;58,4682769775391;71,2046813964844;480;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1515,6670391655;
 ;16777216;236000000;1;0;1;1;0;0;-1;-1;-1;-1;-1;-1;18,0762710571289;154,35;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;24,5212650299072;108,5;1,91304302215576;0,47826099395752;189152;71,737907409668;56,7159080505371;30,8755760192871;5,78999614715576;0,518896996974945;378304;0;0;18,1739139556885;10,5217390060425;27,0774326324463;32,7714767456055;1472;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2790,07243766785;
 ;33554432;156000000;1;0;1;1;0;0;-1;-1;-1;-1;-1;-1;34,4871788024902;156,184375;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10,2128667831421;108,5;26,1015625;6,52539110183716;16384;71,9323806762695;4,15683889389038;30,8755760192871;5,89291381835938;0,6581050157547;32768;0;0;247,96484375;143,55859375;100;100;128;0;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;5386,35846678018;
